City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
572,Nanaimo,CA,86.11,clear sky,49.1663,-123.936,Days Inn by Wyndham Nanaimo
574,Rayong,TH,81.79,broken clouds,12.8333,101.4333,Suan Palm Garden View Hotel
576,Praia Da Vitoria,PT,75.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
577,Madang,PG,78.31,scattered clouds,-5.2246,145.7966,Comfort Inn Hotel
578,Bintulu,MY,75.61,light rain,3.1667,113.0333,900 Boutique INN
580,Samarai,PG,79.21,light rain,-10.6167,150.6667,Nuli Sapi
581,Middletown,US,80.98,clear sky,39.5151,-84.3983,Center of Hope for Women and Children
582,Fort Nelson,CA,74.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
586,Koungheul,SN,76.87,light rain,13.9833,-14.8,Statation petrodis
587,Kahului,US,86.02,few clouds,20.8947,-156.47,Maui Seaside Hotel
592,Mecca,SA,88.99,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
593,Waki,JP,84.02,broken clouds,34.0667,134.15,油屋美馬館
595,Coro,VE,80.82,scattered clouds,11.4045,-69.6734,Federal
597,Guane,CU,86.94,broken clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
599,Mana,GF,79.02,overcast clouds,5.6592,-53.7767,LE SAMANA
601,La Ronge,CA,75.42,broken clouds,55.1001,-105.2842,Northland Motor Hotel
603,Kokopo,PG,82.11,clear sky,-4.352,152.2633,Kokopo Beach Bungalow Resort
604,Winslow,US,86.18,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
605,Fairbanks,US,73.4,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
606,Southbridge,US,84.24,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
610,Eureka,US,75.2,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
611,Sainte-Maxime,FR,80.76,few clouds,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
612,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
613,Yuyao,CN,78.57,overcast clouds,30.05,121.1494,Grand Pacific Hotel Ningbo
615,Khor,RU,71.24,few clouds,47.8861,134.9464,Gostinitsa Deksi
617,Catamarca,AR,76.77,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
618,Roswell,US,88.59,scattered clouds,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
626,Cedro,BR,78.62,broken clouds,-6.6067,-39.0622,Pousada & Conveniência MEDEIROS
627,Joliet,US,78.91,scattered clouds,41.525,-88.0817,Red Roof Inn Chicago - Joliet
628,Mandan,US,85.8,clear sky,46.8267,-100.8896,Twin City Estates
631,Kavaratti,IN,81.41,scattered clouds,10.5669,72.642,Green leaf
